route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
41,2008H-hh2008a1-Weekday-40,16741667,"41 Glenwillow",1,2248740,410150
41,2008H-hh2008a1-Weekday-40,16741668,"41 Stokes Wndrmr Sta",0,2248721,410149
41,2008H-hh2008a1-Weekday-40,16741669,"41 Glenwillow",1,2248721,410150
41,2008H-hh2008a1-Weekday-40,16741670,"41 Stokes Wndrmr Sta",0,2248757,410149
41,2008H-hh2008a1-Weekday-40,16741671,"41 Stokes Wndrmr Sta",0,2248745,410149
41,2008H-hh2008a1-Weekday-40,16741672,"41 Glenwillow",1,2248771,410150
41,2008H-hh2008a1-Weekday-40,16741673,"41 Stokes Wndrmr Sta",0,2248740,410148
41,2008H-hh2008a1-Weekday-40,16741674,"41 Glenwillow",1,2248745,410150
41,2008H-hh2008a1-Weekday-40,16741675,"41F Glenwillow",1,2248787,410147
41,2008H-hh2008a1-Weekday-40,16741676,"41 Glenwillow",1,2248795,410150
41,2008H-hh2008a1-Weekday-40,16741677,"41 Stokes Wndrmr Sta",0,2248721,410148
41,2008H-hh2008a1-Weekday-40,16741678,"41 Glenwillow",1,2248779,410150
41,2008H-hh2008a1-Weekday-40,16741679,"41 Stokes Wndrmr Sta",0,2248788,410148
41,2008H-hh2008a1-Weekday-40,16741680,"41F Glenwillow",1,2248757,410147
41,2008H-hh2008a1-Weekday-40,16741681,"41 Glenwillow",1,2248740,410150
41,2008H-hh2008a1-Weekday-40,16741682,"41 Stokes Wndrmr Sta",0,2248787,410148
41,2008H-hh2008a1-Weekday-40,16741683,"41 Stokes Wndrmr Sta",0,2248795,410148
41,2008H-hh2008a1-Weekday-40,16741684,"41 Glenwillow",1,2248721,410150
41,2008H-hh2008a1-Weekday-40,16741685,"41 Stokes Wndrmr Sta",0,2248745,410148
41,2008H-hh2008a1-Weekday-40,16741686,"41 Glenwillow",1,2248842,410150
41,2008H-hh2008a1-Weekday-40,16741687,"41 Stokes Wndrmr Sta",0,2248779,410148
41,2008H-hh2008a1-Weekday-40,16741688,"41 Glenwillow",1,2248787,410150
41,2008H-hh2008a1-Weekday-40,16741689,"41 Stokes Wndrmr Sta",0,2248740,410148
41,2008H-hh2008a1-Weekday-40,16741690,"41 Glenwillow",1,2248795,410150
41,2008H-hh2008a1-Weekday-40,16741691,"41 Stokes Wndrmr Sta",0,2248721,410148
41,2008H-hh2008a1-Weekday-40,16741692,"41 Glenwillow",1,2248745,410150
41,2008H-hh2008a1-Weekday-40,16741693,"41 Stokes Wndrmr Sta",0,2248842,410148
41,2008H-hh2008a1-Weekday-40,16741694,"41 Glenwillow",1,2248779,410150
41,2008H-hh2008a1-Weekday-40,16741695,"41 Stokes Wndrmr Sta",0,2248787,410148
41,2008H-hh2008a1-Weekday-40,16741696,"41 Glenwillow",1,2248720,410150
41,2008H-hh2008a1-Weekday-40,16741697,"41 Stokes Wndrmr Sta",0,2248795,410148
41,2008H-hh2008a1-Weekday-40,16741698,"41 Glenwillow",1,2248721,410150
41,2008H-hh2008a1-Weekday-40,16741699,"41 Stokes Wndrmr Sta",0,2248745,410148
41,2008H-hh2008a1-Weekday-40,16741700,"41 Glenwillow",1,2248842,410150
41,2008H-hh2008a1-Weekday-40,16741701,"41 Stokes Wndrmr Sta",0,2248779,410148
41,2008H-hh2008a1-Weekday-40,16741702,"41 Glenwillow",1,2248787,410150
41,2008H-hh2008a1-Weekday-40,16741703,"41 Stokes Wndrmr Sta",0,2248720,410148
41,2008H-hh2008a1-Weekday-40,16741704,"41 Glenwillow",1,2248795,410150
41,2008H-hh2008a1-Weekday-40,16741705,"41 Stokes Wndrmr Sta",0,2248721,410148
41,2008H-hh2008a1-Weekday-40,16741706,"41 Glenwillow",1,2248745,410150
41,2008H-hh2008a1-Weekday-40,16741707,"41 Stokes Wndrmr Sta",0,2248842,410148
41,2008H-hh2008a1-Weekday-40,16741708,"41 Glenwillow",1,2248806,410150
41,2008H-hh2008a1-Weekday-40,16741709,"41 Glenwillow",1,2248741,410150
41,2008H-hh2008a1-Weekday-40,16741710,"41 Stokes Wndrmr Sta",0,2248787,410148
41,2008H-hh2008a1-Weekday-40,16741711,"41 Glenwillow",1,2248720,410150
41,2008H-hh2008a1-Weekday-40,16741712,"41 Glenwillow",1,2248778,410150
41,2008H-hh2008a1-Weekday-40,16741713,"41 Stokes Wndrmr Sta",0,2248795,410148
41,2008H-hh2008a1-Weekday-40,16741714,"41 Glenwillow",1,2248721,410150
41,2008H-hh2008a1-Weekday-40,16741715,"41 Stokes Wndrmr Sta",0,2248745,410148
41,2008H-hh2008a1-Weekday-40,16741716,"41 Glenwillow",1,2248842,410150
41,2008H-hh2008a1-Weekday-40,16741717,"41 Stokes Wndrmr Sta",0,2248806,410148
41,2008H-hh2008a1-Weekday-40,16741718,"41 Glenwillow",1,2248787,410150
41,2008H-hh2008a1-Weekday-40,16741719,"41 Stokes Wndrmr Sta",0,2248741,410148
41,2008H-hh2008a1-Weekday-40,16741720,"41F Stokes Windermere Sta",0,2248720,410145
41,2008H-hh2008a1-Weekday-40,16741721,"41 Glenwillow",1,2248806,410150
41,2008H-hh2008a1-Weekday-40,16741722,"41 Stokes Wndrmr Sta",0,2248778,410148
41,2008H-hh2008a1-Weekday-40,16741723,"41F Stokes Windermere Sta",0,2248721,410145
41,2008H-hh2008a1-Weekday-40,16741724,"41 Glenwillow",1,2248745,410150
41,2008H-hh2008a1-Weekday-40,16741725,"41 Stokes Wndrmr Sta",0,2248842,410148
41,2008H-hh2008a1-Weekday-40,16741726,"41 Stokes Wndrmr Sta",0,2248787,410148
41,2008H-hh2008a1-Weekday-40,16741727,"41 Glenwillow",1,2248741,410150
41,2008H-hh2008a1-Weekday-40,16741728,"41 Stokes Wndrmr Sta",0,2248795,410148
41,2008H-hh2008a1-Weekday-40,16741729,"41 Glenwillow",1,2248842,410150
41,2008H-hh2008a1-Weekday-40,16741730,"41 Glenwillow",1,2248787,410150
41,2008H-hh2008a1-Weekday-40,16741731,"41 Glenwillow",1,2248795,410150
41,2008H-hh2008a1-Weekday-40,16741732,"41 Southgate TC",1,2248745,410151
41,2008H-hh2008a1-Weekday-40,16741733,"41 Glenwillow",1,2248806,410150
41,2008H-hh2008a1-Weekday-40,16741734,"41 Southgate TC",1,2248741,410151
41,2008H-hh2008a1-Weekday-40,16741735,"41 Glenwillow",1,2248778,410150
41,2008H-hh2008a1-Weekday-40,16741736,"41 Southgate TC",1,2248745,410151
41,2008H-hh2008a1-Weekday-40,16741737,"41 Stokes Wndrmr Sta",0,2248806,410148
41,2008H-hh2008a1-Weekday-40,16741738,"41 Glenwillow",1,2248787,410150
41,2008H-hh2008a1-Weekday-40,16741739,"41 Southgate TC",1,2248741,410151
41,2008H-hh2008a1-Weekday-40,16741740,"41 Stokes Wndrmr Sta",0,2248778,410148
41,2008H-hh2008a1-Weekday-40,16741741,"41 Stokes Wndrmr Sta",0,2248745,410149
41,2008H-hh2008a1-Weekday-40,16741742,"41 Glenwillow",1,2248806,410150
41,2008H-hh2008a1-Weekday-40,16741743,"41 Southgate TC",1,2248745,410151
41,2008H-hh2008a1-Weekday-40,16741744,"41 Stokes Wndrmr Sta",0,2248787,410148
41,2008H-hh2008a1-Weekday-40,16741745,"41 Stokes Wndrmr Sta",0,2248741,410149
41,2008H-hh2008a1-Weekday-40,16741746,"41 Southgate TC",1,2248741,410151
41,2008H-hh2008a1-Weekday-40,16741747,"41 Southgate TC",1,2248787,410151
41,2008H-hh2008a1-Weekday-40,16741748,"41 Stokes Wndrmr Sta",0,2248806,410148
41,2008H-hh2008a1-Weekday-40,16741749,"41 Stokes Wndrmr Sta",0,2248745,410149
41,2008H-hh2008a1-Weekday-40,16741750,"41 Southgate TC",1,2248806,410151
41,2008H-hh2008a1-Weekday-40,16741751,"41 Stokes Wndrmr Sta",0,2248741,410149
41,2008H-hh2008a1-Weekday-40,16741752,"41 Stokes Wndrmr Sta",0,2248778,410148
41,2008H-hh2008a1-Weekday-40,16741753,"41 Stokes Wndrmr Sta",0,2248736,410149
41,2008H-hh2008a1-Weekday-40,16741754,"41 Glenwillow",1,2248736,410150
41,2008H-hh2008a1-Weekday-40,16741755,"41 Glenwillow",1,2248778,410150
41,2008H-hh2008a1-Weekday-40,16741756,"41 Glenwillow",1,2248795,410150
41,2008H-hh2008a1-Weekday-40,16741757,"41 Southgate TC",1,2248730,410151
41,2008H-hh2008a1-Weekday-40,16741758,"41 Glenwillow",1,2248778,410150
34,2008H-hh2008a1-Weekday-40,16741759,"34 Euclid-Green",1,2248781,340043
34,2008H-hh2008a1-Weekday-40,16741760,"34 East 185th Lakeshore",0,2248799,340039
34,2008H-hh2008a1-Weekday-40,16741761,"34 Euclid-Green",1,2248799,340043
34,2008H-hh2008a1-Weekday-40,16741762,"34 East 185th Lakeshore",0,2248826,340039
34,2008H-hh2008a1-Weekday-40,16741763,"34 East 185th Lakeshore",0,2248799,340042
34,2008H-hh2008a1-Weekday-40,16741764,"34 Euclid-Green",1,2248754,340043
34,2008H-hh2008a1-Weekday-40,16741765,"34 East 185th Lakeshore",0,2248754,340042
34,2008H-hh2008a1-Weekday-40,16741766,"34 Euclid-Green",1,2248771,340043
34,2008H-hh2008a1-Weekday-40,16741767,"34 East 185th Lakeshore",0,2248771,340042
34,2008H-hh2008a1-Weekday-40,16741768,"34 Euclid-Green",1,2248800,340043
34,2008H-hh2008a1-Weekday-40,16741769,"34 East 185th Lakeshore",0,2248800,340042
34,2008H-hh2008a1-Weekday-40,16741770,"34 Euclid-Green",1,2248781,340043
34,2008H-hh2008a1-Weekday-40,16741771,"34 East 185th Lakeshore",0,2248781,340042
34,2008H-hh2008a1-Weekday-40,16741772,"34 Euclid-Green",1,2248799,340043
34,2008H-hh2008a1-Weekday-40,16741773,"34 East 185th Lakeshore",0,2248799,340042
34,2008H-hh2008a1-Weekday-40,16741774,"34 Euclid-Green",1,2248840,340043
34,2008H-hh2008a1-Weekday-40,16741775,"34 East 185th Lakeshore",0,2248840,340042
34,2008H-hh2008a1-Weekday-40,16741776,"34 Euclid-Green",1,2248771,340043
34,2008H-hh2008a1-Weekday-40,16741777,"34 East 185th Lakeshore",0,2248771,340042
34,2008H-hh2008a1-Weekday-40,16741778,"34 Euclid-Green",1,2248800,340043
34,2008H-hh2008a1-Weekday-40,16741779,"34 East 185th Lakeshore",0,2248800,340042
34,2008H-hh2008a1-Weekday-40,16741780,"34 Euclid-Green",1,2248781,340043
34,2008H-hh2008a1-Weekday-40,16741781,"34 East 185th Lakeshore",0,2248781,340042
34,2008H-hh2008a1-Weekday-40,16741782,"34 Euclid-Green",1,2248799,340043
34,2008H-hh2008a1-Weekday-40,16741783,"34 East 185th Lakeshore",0,2248799,340042
34,2008H-hh2008a1-Weekday-40,16741784,"34 Euclid-Green",1,2248826,340043
34,2008H-hh2008a1-Weekday-40,16741785,"34 East 185th Lakeshore",0,2248826,340042
34,2008H-hh2008a1-Weekday-40,16741786,"34 Euclid-Green",1,2248771,340043
34,2008H-hh2008a1-Weekday-40,16741787,"34 East 185th Lakeshore",0,2248771,340042
34,2008H-hh2008a1-Weekday-40,16741788,"34 Euclid-Green",1,2248800,340043
34,2008H-hh2008a1-Weekday-40,16741789,"34 East 185th Lakeshore",0,2248800,340042
94,2008H-hh2008a1-Weekday-40,16741790,"94 Tri-C East",1,2248759,940097
94,2008H-hh2008a1-Weekday-40,16741791,"94 E 185th-Lakeshore",0,2248781,940094
94,2008H-hh2008a1-Weekday-40,16741792,"94 Tri-C East",1,2248800,940097
94,2008H-hh2008a1-Weekday-40,16741793,"94 E 185th-Lakeshore",0,2248771,940103
94,2008H-hh2008a1-Weekday-40,16741794,"94 Tri-C East",1,2248781,940097
94,2008H-hh2008a1-Weekday-40,16741795,"94 E 185th-Lakeshore",0,2248800,940103
94,2008H-hh2008a1-Weekday-40,16741796,"94 Tri-C East",1,2248799,940097
94,2008H-hh2008a1-Weekday-40,16741797,"94 E 185th-Lakeshore",0,2248781,940103
94,2008H-hh2008a1-Weekday-40,16741798,"94 Tri-C East",1,2248840,940097
94,2008H-hh2008a1-Weekday-40,16741799,"94 E 185th-Lakeshore",0,2248799,940103
94,2008H-hh2008a1-Weekday-40,16741800,"94 Tri-C East",1,2248771,940097
94,2008H-hh2008a1-Weekday-40,16741801,"94 E 185th-Lakeshore",0,2248840,940103
94,2008H-hh2008a1-Weekday-40,16741802,"94 Tri-C East",1,2248800,940097
94,2008H-hh2008a1-Weekday-40,16741803,"94 E 185th-Lakeshore",0,2248771,940103
94,2008H-hh2008a1-Weekday-40,16741804,"94 Tri-C East",1,2248781,940097
94,2008H-hh2008a1-Weekday-40,16741805,"94 E 185th-Lakeshore",0,2248800,940103
94,2008H-hh2008a1-Weekday-40,16741806,"94 Tri-C East",1,2248799,940097
94,2008H-hh2008a1-Weekday-40,16741807,"94 E 185th-Lakeshore",0,2248781,940103
94,2008H-hh2008a1-Weekday-40,16741808,"94 Tri-C East",1,2248840,940097
94,2008H-hh2008a1-Weekday-40,16741809,"94 E 185th-Lakeshore",0,2248799,940103
94,2008H-hh2008a1-Weekday-40,16741810,"94 Tri-C East",1,2248771,940097
94,2008H-hh2008a1-Weekday-40,16741811,"94 E 185th-Lakeshore",0,2248840,940103
94,2008H-hh2008a1-Weekday-40,16741812,"94 Tri-C East",1,2248800,940097
94,2008H-hh2008a1-Weekday-40,16741813,"94 E 185th-Lakeshore",0,2248771,940103
94,2008H-hh2008a1-Weekday-40,16741814,"94 Tri-C East",1,2248781,940097
94,2008H-hh2008a1-Weekday-40,16741815,"94 E 185th-Lakeshore",0,2248800,940103
94,2008H-hh2008a1-Weekday-40,16741816,"94 Tri-C East",1,2248799,940097
94,2008H-hh2008a1-Weekday-40,16741817,"94 E 185th-Lakeshore",0,2248781,940103
94,2008H-hh2008a1-Weekday-40,16741818,"94 Tri-C East",1,2248826,940097
94,2008H-hh2008a1-Weekday-40,16741819,"94 E 185th-Lakeshore",0,2248760,940103
94,2008H-hh2008a1-Weekday-40,16741820,"94 Tri-C East",1,2248771,940097
94,2008H-hh2008a1-Weekday-40,16741821,"94 E 185th-Lakeshore",0,2248826,940103
94,2008H-hh2008a1-Weekday-40,16741822,"94 Richmond Mall",1,2248800,940098
94,2008H-hh2008a1-Weekday-40,16741823,"94 E 185th-Lakeshore",0,2248771,940103
7,2008H-hh2008a1-Weekday-40,16741824,"7 Mayfield-SOM",0,2248762,70076
7,2008H-hh2008a1-Weekday-40,16741825,"9 Cleveland Clinic",1,2248767,70077
7,2008H-hh2008a1-Weekday-40,16741826,"9 Cleveland Clinic",1,2248794,70077
7,2008H-hh2008a1-Weekday-40,16741827,"7 Mayfield-SOM",0,2248767,70076
7,2008H-hh2008a1-Weekday-40,16741828,"7 East 89th-Euclid",1,2248762,70074
7,2008H-hh2008a1-Weekday-40,16741829,"7 Mayfield-SOM",0,2248794,70076
7,2008H-hh2008a1-Weekday-40,16741830,"7 East 89th-Euclid",1,2248767,70074
7,2008H-hh2008a1-Weekday-40,16741831,"7 Mayfield-SOM",0,2248762,70076
7,2008H-hh2008a1-Weekday-40,16741832,"7 East 89th-Euclid",1,2248794,70074
7,2008H-hh2008a1-Weekday-40,16741833,"7 Richmond",0,2248767,70069
7,2008H-hh2008a1-Weekday-40,16741834,"7 East 89th-Euclid",1,2248762,70074
7,2008H-hh2008a1-Weekday-40,16741835,"7 Richmond",0,2248746,70069
7,2008H-hh2008a1-Weekday-40,16741836,"9 Cleveland Clinic",1,2248767,70077
7,2008H-hh2008a1-Weekday-40,16741837,"7 Richmond",0,2248727,70069
7,2008H-hh2008a1-Weekday-40,16741838,"9 Cleveland Clinic",1,2248746,70077
7,2008H-hh2008a1-Weekday-40,16741839,"7 Richmond",0,2248794,70069
7,2008H-hh2008a1-Weekday-40,16741840,"9 Cleveland Clinic",1,2248727,70077
7,2008H-hh2008a1-Weekday-40,16741841,"7 Richmond",0,2248764,70069
7,2008H-hh2008a1-Weekday-40,16741842,"9 Cleveland Clinic",1,2248794,70077
7,2008H-hh2008a1-Weekday-40,16741843,"7 Richmond",0,2248767,70069
7,2008H-hh2008a1-Weekday-40,16741844,"9 Cleveland Clinic",1,2248764,70077
7,2008H-hh2008a1-Weekday-40,16741845,"7 Richmond",0,2248746,70069
7,2008H-hh2008a1-Weekday-40,16741846,"9 Cleveland Clinic",1,2248767,70077
7,2008H-hh2008a1-Weekday-40,16741847,"7 Richmond",0,2248727,70069
7,2008H-hh2008a1-Weekday-40,16741848,"9 Cleveland Clinic",1,2248746,70077
7,2008H-hh2008a1-Weekday-40,16741849,"7 Richmond",0,2248794,70069
7,2008H-hh2008a1-Weekday-40,16741850,"9 Cleveland Clinic",1,2248727,70077
7,2008H-hh2008a1-Weekday-40,16741851,"7 Richmond",0,2248764,70069
7,2008H-hh2008a1-Weekday-40,16741852,"9 Cleveland Clinic",1,2248794,70077
7,2008H-hh2008a1-Weekday-40,16741853,"7 Mayfield-SOM",0,2248767,70076
7,2008H-hh2008a1-Weekday-40,16741854,"9 Cleveland Clinic",1,2248764,70077
7,2008H-hh2008a1-Weekday-40,16741855,"7 Mayfield-SOM",0,2248746,70076
7,2008H-hh2008a1-Weekday-40,16741856,"9 Cleveland Clinic",1,2248820,70077
7,2008H-hh2008a1-Weekday-40,16741857,"7 East 89th-Euclid",1,2248767,70074
7,2008H-hh2008a1-Weekday-40,16741858,"7 Mayfield-SOM",0,2248727,70076
7,2008H-hh2008a1-Weekday-40,16741859,"7 East 89th-Euclid",1,2248746,70074
7,2008H-hh2008a1-Weekday-40,16741860,"7 Mayfield-SOM",0,2248767,70076
7,2008H-hh2008a1-Weekday-40,16741861,"7 East 89th-Euclid",1,2248727,70074
7,2008H-hh2008a1-Weekday-40,16741862,"7 Richmond",0,2248746,70069
7,2008H-hh2008a1-Weekday-40,16741863,"7 East 89th-Euclid",1,2248767,70074
7,2008H-hh2008a1-Weekday-40,16741864,"7 Richmond",0,2248727,70069
7,2008H-hh2008a1-Weekday-40,16741865,"9 Cleveland Clinic",1,2248727,70077
7,2008H-hh2008a1-Weekday-40,16741866,"7 Richmond",0,2248764,70069
7,2008H-hh2008a1-Weekday-40,16741867,"9 Cleveland Clinic",1,2248764,70077
7,2008H-hh2008a1-Weekday-40,16741868,"7 Richmond",0,2248794,70069
7,2008H-hh2008a1-Weekday-40,16741869,"9 Cleveland Clinic",1,2248794,70077
7,2008H-hh2008a1-Weekday-40,16741870,"7 Richmond",0,2248727,70069
7,2008H-hh2008a1-Weekday-40,16741871,"9 Cleveland Clinic",1,2248727,70077
32,2008H-hh2008a1-Weekday-40,16741872,"32 East 89-Euclid",1,2248746,320067
32,2008H-hh2008a1-Weekday-40,16741873,"32 Montefiore",0,2248766,320068
32,2008H-hh2008a1-Weekday-40,16741874,"32 East 89-Euclid",1,2248764,320067
32,2008H-hh2008a1-Weekday-40,16741875,"32 Montefiore",0,2248746,320068
32,2008H-hh2008a1-Weekday-40,16741876,"32 East 89-Euclid",1,2248766,320067
32,2008H-hh2008a1-Weekday-40,16741877,"32 Montefiore",0,2248764,320068
32,2008H-hh2008a1-Weekday-40,16741878,"32 East 89-Euclid",1,2248746,320067
32,2008H-hh2008a1-Weekday-40,16741879,"32 Montefiore",0,2248766,320068
32,2008H-hh2008a1-Weekday-40,16741880,"32 East 89-Euclid",1,2248764,320067
32,2008H-hh2008a1-Weekday-40,16741881,"32 Montefiore",0,2248746,320068
32,2008H-hh2008a1-Weekday-40,16741882,"32 East 89-Euclid",1,2248766,320067
32,2008H-hh2008a1-Weekday-40,16741883,"32 Montefiore",0,2248764,320068
32,2008H-hh2008a1-Weekday-40,16741884,"32 East 89-Euclid",1,2248746,320067
32,2008H-hh2008a1-Weekday-40,16741885,"32 Montefiore",0,2248766,320068
32,2008H-hh2008a1-Weekday-40,16741886,"32 East 89-Euclid",1,2248764,320067
32,2008H-hh2008a1-Weekday-40,16741887,"32 Montefiore",0,2248794,320068
32,2008H-hh2008a1-Weekday-40,16741888,"32 East 89-Euclid",1,2248766,320067
32,2008H-hh2008a1-Weekday-40,16741889,"32 Montefiore",0,2248764,320068
32,2008H-hh2008a1-Weekday-40,16741890,"32 East 89-Euclid",1,2248794,320067
32,2008H-hh2008a1-Weekday-40,16741891,"32 Montefiore",0,2248767,320068
32,2008H-hh2008a1-Weekday-40,16741892,"32 East 89-Euclid",1,2248764,320067
32,2008H-hh2008a1-Weekday-40,16741893,"32 Montefiore",0,2248746,320068
32,2008H-hh2008a1-Weekday-40,16741894,"32 East 89-Euclid",1,2248767,320067
32,2008H-hh2008a1-Weekday-40,16741895,"32 Montefiore",0,2248727,320068
32,2008H-hh2008a1-Weekday-40,16741896,"32 East 89-Euclid",1,2248746,320067
32,2008H-hh2008a1-Weekday-40,16741897,"32 Montefiore",0,2248794,320068
32,2008H-hh2008a1-Weekday-40,16741898,"32 East 89-Euclid",1,2248727,320067
32,2008H-hh2008a1-Weekday-40,16741899,"32 Montefiore",0,2248764,320068
32,2008H-hh2008a1-Weekday-40,16741900,"32 East 89-Euclid",1,2248794,320067
32,2008H-hh2008a1-Weekday-40,16741901,"32 Montefiore",0,2248767,320068
32,2008H-hh2008a1-Weekday-40,16741902,"32 East 89-Euclid",1,2248764,320067
32,2008H-hh2008a1-Weekday-40,16741903,"32 Montefiore",0,2248746,320068
32,2008H-hh2008a1-Weekday-40,16741904,"32 East 89-Euclid",1,2248767,320067
32,2008H-hh2008a1-Weekday-40,16741905,"32 Montefiore",0,2248727,320068
32,2008H-hh2008a1-Weekday-40,16741906,"32 East 89-Euclid",1,2248746,320067
32,2008H-hh2008a1-Weekday-40,16741907,"32 Montefiore",0,2248794,320068
32,2008H-hh2008a1-Weekday-40,16741908,"32 East 89-Euclid",1,2248727,320067
32,2008H-hh2008a1-Weekday-40,16741909,"32 Montefiore",0,2248774,320068
32,2008H-hh2008a1-Weekday-40,16741910,"32 Montefiore",0,2248764,320068
32,2008H-hh2008a1-Weekday-40,16741911,"32 East 89-Euclid",1,2248794,320067
32,2008H-hh2008a1-Weekday-40,16741912,"32 Montefiore",0,2248820,320068
32,2008H-hh2008a1-Weekday-40,16741913,"32 East 89-Euclid",1,2248774,320067
32,2008H-hh2008a1-Weekday-40,16741914,"32 Montefiore",0,2248794,320068
32,2008H-hh2008a1-Weekday-40,16741915,"32 East 89-Euclid",1,2248764,320067
32,2008H-hh2008a1-Weekday-40,16741916,"32 Montefiore",0,2248774,320068
32,2008H-hh2008a1-Weekday-40,16741917,"32 East 89-Euclid",1,2248820,320067
32,2008H-hh2008a1-Weekday-40,16741918,"32 Montefiore",0,2248764,320068
32,2008H-hh2008a1-Weekday-40,16741919,"32 East 89-Euclid",1,2248794,320067
32,2008H-hh2008a1-Weekday-40,16741920,"32 East 89-Euclid",1,2248764,320067
32,2008H-hh2008a1-Weekday-40,16741921,"32 Montefiore",0,2248794,320068
32,2008H-hh2008a1-Weekday-40,16741922,"32 East 89-Euclid",1,2248794,320067
32,2008H-hh2008a1-Weekday-40,16741923,"32 Montefiore",0,2248727,320068
32,2008H-hh2008a1-Weekday-40,16741924,"32 East 89-Euclid",1,2248727,320067
32,2008H-hh2008a1-Weekday-40,16741925,"32 Montefiore",0,2248764,320068
32,2008H-hh2008a1-Weekday-40,16741926,"32 East 89-Euclid",1,2248764,320067
32,2008H-hh2008a1-Weekday-40,16741927,"32 Montefiore",0,2248794,320068
32,2008H-hh2008a1-Weekday-40,16741928,"32 East 89-Euclid",1,2248794,320067
32,2008H-hh2008a1-Weekday-40,16741929,"32 Montefiore",0,2248727,320068
32,2008H-hh2008a1-Weekday-40,16741930,"32 East 89-Euclid",1,2248727,320067
32,2008H-hh2008a1-Weekday-40,16741931,"32 Montefiore",0,2248794,320068
32,2008H-hh2008a1-Weekday-40,16741932,"32 East 89-Euclid",1,2248794,320067
40,2008H-hh2008a1-Weekday-40,16741933,"40 Taft/Eddy",0,2248730,400017
40,2008H-hh2008a1-Weekday-40,16741934,"40 Southgate TC",1,2248754,400019
40,2008H-hh2008a1-Weekday-40,16741935,"40 Taft/Eddy",0,2248723,400017
40,2008H-hh2008a1-Weekday-40,16741936,"40 Southgate TC",1,2248730,400019
40,2008H-hh2008a1-Weekday-40,16741937,"40 Taft/Eddy",0,2248758,400017
40,2008H-hh2008a1-Weekday-40,16741938,"40 Southgate TC",1,2248723,400019
40,2008H-hh2008a1-Weekday-40,16741939,"40 Taft/Eddy",0,2248786,400017
40,2008H-hh2008a1-Weekday-40,16741940,"40 Taft/Eddy",0,2248730,400017
40,2008H-hh2008a1-Weekday-40,16741941,"40 Southgate TC",1,2248758,400019
40,2008H-hh2008a1-Weekday-40,16741942,"40 Taft/Eddy",0,2248723,400017
40,2008H-hh2008a1-Weekday-40,16741943,"40 Southgate TC",1,2248786,400019
40,2008H-hh2008a1-Weekday-40,16741944,"40 Southgate TC",1,2248730,400019
40,2008H-hh2008a1-Weekday-40,16741945,"40 Taft/Eddy",0,2248758,400017
40,2008H-hh2008a1-Weekday-40,16741946,"40 Southgate TC",1,2248723,400019
40,2008H-hh2008a1-Weekday-40,16741947,"40 Taft/Eddy",0,2248786,400017
40,2008H-hh2008a1-Weekday-40,16741948,"40 Southgate TC",1,2248758,400019
40,2008H-hh2008a1-Weekday-40,16741949,"40 Taft/Eddy",0,2248730,400017
40,2008H-hh2008a1-Weekday-40,16741950,"40 Southgate TC",1,2248786,400019
40,2008H-hh2008a1-Weekday-40,16741951,"40 Taft/Eddy",0,2248723,400017
40,2008H-hh2008a1-Weekday-40,16741952,"40 Southgate TC",1,2248730,400019
40,2008H-hh2008a1-Weekday-40,16741953,"40 Taft/Eddy",0,2248758,400017
40,2008H-hh2008a1-Weekday-40,16741954,"40 Southgate TC",1,2248723,400019
40,2008H-hh2008a1-Weekday-40,16741955,"40 Taft/Eddy",0,2248786,400017
40,2008H-hh2008a1-Weekday-40,16741956,"40 Southgate TC",1,2248758,400019
40,2008H-hh2008a1-Weekday-40,16741957,"40 Taft/Eddy",0,2248730,400017
40,2008H-hh2008a1-Weekday-40,16741958,"40 Southgate TC",1,2248786,400019
40,2008H-hh2008a1-Weekday-40,16741959,"40 Taft/Eddy",0,2248723,400017
40,2008H-hh2008a1-Weekday-40,16741960,"40 Southgate TC",1,2248730,400019
40,2008H-hh2008a1-Weekday-40,16741961,"40 Taft/Eddy",0,2248758,400017
40,2008H-hh2008a1-Weekday-40,16741962,"40 Taft/Eddy",0,2248786,400017
40,2008H-hh2008a1-Weekday-40,16741963,"40 Southgate TC",1,2248723,400019
40,2008H-hh2008a1-Weekday-40,16741964,"40 Taft/Eddy",0,2248730,400017
40,2008H-hh2008a1-Weekday-40,16741965,"40 Southgate TC",1,2248758,400019
40,2008H-hh2008a1-Weekday-40,16741966,"40 Taft/Eddy",0,2248723,400017
40,2008H-hh2008a1-Weekday-40,16741967,"40 Southgate TC",1,2248786,400019
40,2008H-hh2008a1-Weekday-40,16741968,"40 Taft/Eddy",0,2248758,400017
40,2008H-hh2008a1-Weekday-40,16741969,"40 Southgate TC",1,2248730,400019
40,2008H-hh2008a1-Weekday-40,16741970,"40 Taft/Eddy",0,2248786,400017
40,2008H-hh2008a1-Weekday-40,16741971,"40 Southgate TC",1,2248723,400019
40,2008H-hh2008a1-Weekday-40,16741972,"40 Southgate TC",1,2248758,400019
40,2008H-hh2008a1-Weekday-40,16741973,"40 Taft/Eddy",0,2248730,400017
40,2008H-hh2008a1-Weekday-40,16741974,"40 Southgate TC",1,2248786,400019
40,2008H-hh2008a1-Weekday-40,16741975,"40 Taft/Eddy",0,2248723,400017
40,2008H-hh2008a1-Weekday-40,16741976,"40 Southgate TC",1,2248730,400019
